Timestamp                       Thread     Type        Activity             PID    TTL  
2025-12-10 21:58:19.034161+0100 0x89e54e   Default     0x0                  41629  0    App: (FrontBoardServices) [com.apple.FrontBoard:SceneExtension] Realizing settings extension <_UISceneTransitioningHostSettings> on FBSSceneSettings
2025-12-10 21:58:19.034332+0100 0x89e54c   Default     0x0                  41629  0    App: (RunningBoardServices) [com.apple.runningboard:general] Added observer for process assertions expiration warning: <_RBSExpirationWarningClient: 0x600000203e00>
2025-12-10 21:58:19.034335+0100 0x89e54e   Default     0x0                  41629  0    App: (FrontBoardServices) [com.apple.FrontBoard:SceneExtension] Realizing settings extension <_UISceneHostingContentSizePreferenceClientSettings> on FBSSceneClientSettings
2025-12-10 21:58:19.034532+0100 0x89e54e   Default     0x0                  41629  0    App: (FrontBoardServices) [com.apple.FrontBoard:SceneExtension] Realizing settings extension _UISceneHostingTraitCollectionPropagationSettings on FBSSceneSettings
2025-12-10 21:58:19.034775+0100 0x89e54e   Default     0x0                  41629  0    App: (FrontBoardServices) [com.apple.FrontBoard:SceneExtension] Realizing settings extension <_UISceneHostingSheetPresentationSettings> on FBSSceneSettings
2025-12-10 21:58:19.034909+0100 0x89e54e   Default     0x0                  41629  0    App: (FrontBoardServices) [com.apple.FrontBoard:SceneExtension] Realizing settings extension <_UISceneHostingSheetPresentationClientSettings> on FBSSceneClientSettings
2025-12-10 21:58:19.035041+0100 0x89e54e   Default     0x0                  41629  0    App: (FrontBoardServices) [com.apple.FrontBoard:SceneExtension] Realizing settings extension <_UISceneHostingEventDeferringSettings> on FBSSceneSettings
2025-12-10 21:58:19.035244+0100 0x89e54e   Default     0x0                  41629  0    App: (FrontBoardServices) [com.apple.FrontBoard:SceneExtension] Realizing settings extension <UIKit__UITypedKeyValueSceneSettings> on FBSSceneSettings
2025-12-10 21:58:19.035400+0100 0x89e54e   Default     0x0                  41629  0    App: (FrontBoardServices) [com.apple.FrontBoard:SceneExtension] Realizing settings extension <UIKit__UITypedKeyValueSceneSettings> on FBSSceneClientSettings
2025-12-10 21:58:19.035747+0100 0x89e55e   Default     0x0                  41629  0    App: (FrontBoardServices) [com.apple.FrontBoard:SceneExtension] Realizing settings extension FBSSceneSettingsCore on FBSSceneSettings
2025-12-10 21:58:19.035816+0100 0x89e54c   Default     0x0                  41629  0    App: (UIKitCore) [com.apple.UIKit:UIScreen] Evaluated capturing state as 0 on <UIScreen: 0x104f073e0> for initial
2025-12-10 21:58:19.036163+0100 0x89e54c   Default     0x0                  41629  0    App: (UIKitCore) [com.apple.UIKit:UIScreen] Evaluated capturing state as 0 on <UIScreen: 0x104f073e0> for CADisplay KVO
2025-12-10 21:58:19.036288+0100 0x89e55e   Default     0x0                  41629  0    App: (FrontBoardServices) [com.apple.FrontBoard:SceneExtension] Realizing settings extension FBSSceneClientSettingsCore on FBSSceneClientSettings
2025-12-10 21:58:19.036849+0100 0x89e55e   Default     0x0                  41629  0    App: (FrontBoardServices) [com.apple.FrontBoard:SceneExtension] UIMutableApplicationSceneSettings setting counterpart class: UIApplicationSceneSettings
2025-12-10 21:58:19.036916+0100 0x89e54c   Default     0x0                  41629  0    App: (libAccessibility.dylib) [com.apple.Accessibility:AXSupportCommon] Read CategoryName: per-app = 1, category name = (null)
2025-12-10 21:58:19.036977+0100 0x89e55e   Default     0x0                  41629  0    App: (FrontBoardServices) [com.apple.FrontBoard:SceneExtension] UIMutableApplicationSceneClientSettings setting counterpart class: UIApplicationSceneClientSettings
2025-12-10 21:58:19.037044+0100 0x89e55e   Default     0x0                  41629  0    App: (FrontBoardServices) [com.apple.FrontBoard:SceneExtension] Realizing settings extension FBSSceneTransitionContextCore on FBSSceneTransitionContext
2025-12-10 21:58:19.037063+0100 0x89e54c   Default     0x0                  41629  0    App: (libAccessibility.dylib) [com.apple.Accessibility:AXSupportCommon] Read CategoryName: per-app = 0, category name = (null)
2025-12-10 21:58:19.037875+0100 0x89e54c   Default     0x0                  41629  0    App: (XCTTargetBootstrap) [com.apple.dt.xctest:Default] Registering for test daemon availability notify post.
2025-12-10 21:58:19.037933+0100 0x89e54c   Default     0x0                  41629  0    App: (XCTTargetBootstrap) [com.apple.dt.xctest:Default] notify_get_state check indicated test daemon not ready.
2025-12-10 21:58:19.038012+0100 0x89e54c   Default     0x0                  41629  0    App: (XCTTargetBootstrap) [com.apple.dt.xctest:Default] notify_get_state check indicated test daemon not ready.
2025-12-10 21:58:19.038070+0100 0x89e54c   Default     0x0                  41629  0    App: (XCTTargetBootstrap) [com.apple.dt.xctest:Default] notify_get_state check indicated test daemon not ready.
2025-12-10 21:58:19.038373+0100 0x89e54c   Default     0x0                  41629  0    App: (UIKitCore) [com.apple.UIKit:UpdateScheduler] Selected display: name=LCD (PurpleMain), id=1
2025-12-10 21:58:19.039051+0100 0x89e54c   Default     0x0                  41629  0    App: (UIKitCore) [com.apple.UIKit:BackgroundTask] Will add backgroundTask with taskName: Persistent SceneSession Map Update, expirationHandler: <__NSGlobalBlock__: 0x1e6a3b638>
2025-12-10 21:58:19.039093+0100 0x89e54c   Default     0x0                  41629  0    App: (UIKitCore) [com.apple.UIKit:BackgroundTask] Reusing background assertion <BKSProcessAssertion: 0x600002102b20>
2025-12-10 21:58:19.039108+0100 0x89e54c   Default     0x0                  41629  0    App: (UIKitCore) [com.apple.UIKit:BackgroundTask] Incrementing reference count for background assertion <BKSProcessAssertion: 0x600002102b20>
2025-12-10 21:58:19.039128+0100 0x89e54c   Default     0x0                  41629  0    App: (UIKitCore) [com.apple.UIKit:BackgroundTask] Created background task <_UIBackgroundTaskInfo: 0x600001730000>: taskID = 2, taskName = Persistent SceneSession Map Update, creationTime = 597376 (elapsed = 0).
2025-12-10 21:58:19.039236+0100 0x89e54c   Default     0x0                  41629  0    App: (UIKitCore) [com.apple.UIKit:Application] Deactivation reason added: 5; deactivation reasons: 1024 -> 1056; animating application lifecycle event: 1
2025-12-10 21:58:19.039408+0100 0x89e54c   Default     0x0                  41629  0    App: (UIKitCore) [com.apple.UIKit:InterfaceStyle] Not push traits update to screen for new style 1, <UIWindowScene: 0x104f0b400> (4B8BAA49-1F25-432D-AB5B-B9EFBCD9AEDF)
2025-12-10 21:58:19.039456+0100 0x89e54c   Default     0x0                  41629  0    App: (UIKitCore) [com.apple.UIKit:InterfaceStyle] Should send trait collection or coordinate space update, interface style 1 -> 1, <UIWindowScene: 0x104f0b400> (4B8BAA49-1F25-432D-AB5B-B9EFBCD9AEDF)
2025-12-10 21:58:19.039648+0100 0x89e54c   Default     0x0                  41629  0    App: (UIKitCore) [com.apple.UIKit:InterfaceStyle] Not push traits update to screen for new style 1, <UIWindowScene: 0x104f0b400> (4B8BAA49-1F25-432D-AB5B-B9EFBCD9AEDF)
2025-12-10 21:58:19.039715+0100 0x89e54c   Default     0x0                  41629  0    App: (UIKitCore) [com.apple.UIKit:HomeAffordanceObservation] Initializing: <_UIHomeAffordanceSceneNotifier: 0x60000291d260>; with scene: <UIWindowScene: 0x104f0b400>
2025-12-10 21:58:19.039768+0100 0x89e54c   Default     0x0                  41629  0    App: (BacklightServices) [com.apple.BacklightServices:scenes] 0x600000c20600 setDelegate:<0x600000c22280 _UIBacklightEnvironment> hasDelegate:YES for environment:sceneID:com.anonymous.App-default
2025-12-10 21:58:19.040008+0100 0x89e54c   Default     0x0                  41629  0    App: (UIKitCore) [com.apple.UIKit:InterfaceStyle] Not push traits update to screen for new style 1, <UIWindowScene: 0x104f0b400> (4B8BAA49-1F25-432D-AB5B-B9EFBCD9AEDF)
2025-12-10 21:58:19.040047+0100 0x89e54c   Default     0x0                  41629  1    App: (UIKitCore) [com.apple.UIKit:EventDeferring] [0x60000291d2d0] Initialized with scene: <UIWindowScene: 0x104f0b400>; behavior: <_UIEventDeferringBehavior_iOS: 0x60000020f100>; availableForProcess: 1, systemShellManagesKeyboardFocus: 1
2025-12-10 21:58:19.040446+0100 0x89e54c   Default     0x0                  41629  0    App: (libxpc.dylib) [com.apple.xpc:connection] [0x104f0c0a0] activating connection: mach=false listener=false peer=false name=(anonymous)
2025-12-10 21:58:19.040761+0100 0x89e54c   Default     0x0                  41629  1    App: (UIKitCore) [com.apple.UIKit:KeyWindow] Setting default evaluation strategy for UIUserInterfaceIdiomPhone to LastOneWins
2025-12-10 21:58:19.040856+0100 0x89e54c   Default     0x0                  41629  0    App: (UIKitCore) [com.apple.UIKit:InterfaceStyle] Not push traits update to screen for new style 1, <UIWindowScene: 0x104f0b400> (4B8BAA49-1F25-432D-AB5B-B9EFBCD9AEDF)
2025-12-10 21:58:19.040946+0100 0x89e54c   Default     0x0                  41629  0    App: (UIKitCore) [com.apple.UIKit:InterfaceStyle] Not push traits update to screen for new style 1, <UIWindowScene: 0x104f0b400> (4B8BAA49-1F25-432D-AB5B-B9EFBCD9AEDF)
2025-12-10 21:58:19.041042+0100 0x89e54c   Default     0x0                  41629  0    App: (UIKitCore) [com.apple.UIKit:InterfaceStyle] Not push traits update to screen for new style 1, <UIWindowScene: 0x104f0b400> (4B8BAA49-1F25-432D-AB5B-B9EFBCD9AEDF)
2025-12-10 21:58:19.041537+0100 0x89e54c   Default     0x0                  41629  0    App: (UIKitCore) [com.apple.UIKit:InterfaceStyle] Not push traits update to screen for new style 1, <UIWindowScene: 0x104f0b400> (4B8BAA49-1F25-432D-AB5B-B9EFBCD9AEDF)
2025-12-10 21:58:19.041692+0100 0x89e54c   Default     0x0                  41629  0    App: (UIKitCore) [com.apple.UIKit:AppLifecycle] sceneOfRecord: sceneID: sceneID:com.anonymous.App-default  persistentID: 4B8BAA49-1F25-432D-AB5B-B9EFBCD9AEDF
2025-12-10 21:58:19.041791+0100 0x89e54c   Default     0x0                  41629  0    App: (UIKitCore) [com.apple.UIKit:Application] Ignoring already applied deactivation reason: 5; deactivation reasons: 1056
2025-12-10 21:58:19.041824+0100 0x89e54c   Default     0x0                  41629  0    App: (UIKitCore) [com.apple.UIKit:Application] Deactivation reason added: 11; deactivation reasons: 1056 -> 3104; animating application lifecycle event: 1
2025-12-10 21:58:19.041872+0100 0x89e54c   Default     0x0                  41629  0    App: (UIKitCore) [com.apple.KeyboardArbiter:Client] startConnection
2025-12-10 21:58:19.042030+0100 0x89e54c   Default     0x0                  41629  0    App: (libxpc.dylib) [com.apple.xpc:connection] [0x105905ee0] activating connection: mach=true listener=false peer=false name=com.apple.UIKit.KeyboardManagement.hosted
2025-12-10 21:58:19.042173+0100 0x89e54c   Default     0x0                  41629  0    App: (UIKitCore) [com.apple.UIKit:ViewServices] Launching as view service: NO
2025-12-10 21:58:19.042264+0100 0x89e54c   Default     0x0                  41629  0    App: (UIKitCore) You've implemented -[<UIApplicationDelegate> application:performFetchWithCompletionHandler:], but you still need to add "fetch" to the list of your supported UIBackgroundModes in your Info.plist.
2025-12-10 21:58:19.042326+0100 0x89e54c   Default     0x0                  41629  0    App: (UIKitCore) You've implemented -[<UIApplicationDelegate> application:didReceiveRemoteNotification:fetchCompletionHandler:], but you still need to add "remote-notification" to the list of your supported UIBackgroundModes in your Info.plist.
2025-12-10 21:58:19.042520+0100 0x89e54c   Default     0x0                  41629  0    App: (React) _setUpFeatureFlags called with release level 2
2025-12-10 21:58:19.043931+0100 0x89e54c   Default     0x0                  41629  0    App: (React) _setUpFeatureFlags called with release level 2
2025-12-10 21:58:19.044661+0100 0x89e55e   Default     0x0                  41629  0    App: (BackBoardServices) [com.apple.BackBoard:EventDelivery] policyStatus:<BKSHIDEventDeliveryPolicyObserver: 0x600002116df0; token: com.apple.frontboard.systemappservices/FBSceneManager:sceneID%3Acom.anonymous.App-default; status: target> was:none
2025-12-10 21:58:19.044737+0100 0x89e55e   Default     0x0                  41629  0    App: (BackBoardServices) [com.apple.BackBoard:EventDelivery] observerPolicyDidChange: 0x600002116df0 -> <_UIKeyWindowSceneObserver: 0x600000c221f0>
2025-12-10 21:58:19.046525+0100 0x89e54c   Default     0x0                  41629  0    App: (Network) [com.apple.network:] networkd_settings_read_from_file initialized networkd settings by reading plist directly
2025-12-10 21:58:19.046590+0100 0x89e54c   Default     0x0                  41629  0    App: (Network) [com.apple.network:] networkd_settings_read_from_file initialized networkd settings by reading plist directly
2025-12-10 21:58:19.046677+0100 0x89e54c   Default     0x0                  41629  0    App: (CFNetwork) [com.apple.CFNetwork:Default] TCP Conn [1:0x600003300500] using empty proxy configuration
2025-12-10 21:58:19.046690+0100 0x89e54c   Default     0x0                  41629  0    App: (CFNetwork) [com.apple.CFNetwork:Default] Stream client bypassing proxies on TCP Conn [1:0x600003300500]
2025-12-10 21:58:19.046701+0100 0x89e54c   Default     0x0                  41629  0    App: (CFNetwork) [com.apple.CFNetwork:Default] TCP Conn 0x600003300500 started
2025-12-10 21:58:19.047502+0100 0x89e55e   Default     0x0                  41629  0    App: (Network) [com.apple.network:connection] [C1 1B59CFD6-4154-4C1D-84AF-6227339C10CF Hostname#3db21bc0:8081 tcp, definite, attribution: developer, context: Default Network Context (private), proc: 1548BA78-A7B9-3386-91AC-060F92001202, no proxy, prohibit fallback, allow socket access] start
2025-12-10 21:58:19.047614+0100 0x89e55e   Default     0x0                  41629  0    App: (Network) [com.apple.network:connection] [C1 Hostname#3db21bc0:8081 initial parent-flow ((null))] event: path:start @0.000s
2025-12-10 21:58:19.048212+0100 0x89e55e   Default     0x0                  41629  0    App: (Network) [com.apple.network:connection] [C1 Hostname#3db21bc0:8081 waiting parent-flow (satisfied (Path is satisfied), interface: en0[802.11], uses wifi)] event: path:satisfied @0.000s, uuid: E69D72CC-5B5B-46D0-9066-EA97AE55832A
2025-12-10 21:58:19.048443+0100 0x89e55e   Default     0x0                  41629  0    App: (Network) [com.apple.network:connection] [C1 Hostname#3db21bc0:8081 in_progress parent-flow (satisfied (Path is satisfied), interface: en0[802.11], uses wifi)] event: flow:start_connect @0.000s
2025-12-10 21:58:19.048462+0100 0x89e55e   Default     0x0                  41629  0    App: (Network) [com.apple.network:connection] nw_connection_report_state_with_handler_on_nw_queue [C1] reporting state preparing
2025-12-10 21:58:19.048509+0100 0x89e55e   Default     0x0                  41629  0    App: (Network) [com.apple.network:connection] [C1 Hostname#3db21bc0:8081 in_progress parent-flow (satisfied (Path is satisfied), interface: en0[802.11], uses wifi)] event: flow:start_child @0.000s
2025-12-10 21:58:19.048584+0100 0x89e55e   Default     0x0                  41629  0    App: (Network) [com.apple.network:connection] [C1.1 Hostname#3db21bc0:8081 initial path ((null))] event: path:start @0.001s
2025-12-10 21:58:19.048626+0100 0x89e55e   Default     0x0                  41629  0    App: (Network) [com.apple.network:connection] [C1.1 Hostname#3db21bc0:8081 waiting path (satisfied (Path is satisfied), interface: en0[802.11], uses wifi)] event: path:satisfied @0.001s, uuid: E69D72CC-5B5B-46D0-9066-EA97AE55832A
2025-12-10 21:58:19.048667+0100 0x89e55e   Default     0x0                  41629  0    App: (Network) [com.apple.network:connection] [C1.1 Hostname#3db21bc0:8081 in_progress resolver (satisfied (Path is satisfied), interface: en0[802.11], uses wifi)] event: resolver:start_dns @0.001s
2025-12-10 21:58:19.048979+0100 0x89e54c   Default     0x0                  41629  0    App: (FrontBoardServices) [com.apple.FrontBoard:SceneExtension] Realizing settings extension <_UIApplicationSceneDisplaySettings> on FBSSceneSettings
2025-12-10 21:58:19.057466+0100 0x89e55e   Default     0x0                  41629  0    App: (Network) [com.apple.network:connection] nw_endpoint_resolver_update [C1.1 Hostname#3db21bc0:8081 in_progress resolver (satisfied (Path is satisfied), interface: en0[802.11], uses wifi)] Adding endpoint handler for ::1.8081
2025-12-10 21:58:19.057505+0100 0x89e55e   Default     0x0                  41629  0    App: (Network) [com.apple.network:connection] nw_endpoint_resolver_update [C1.1 Hostname#3db21bc0:8081 in_progress resolver (satisfied (Path is satisfied), interface: en0[802.11], uses wifi)] Adding endpoint handler for 127.0.0.1:8081
2025-12-10 21:58:19.057520+0100 0x89e55e   Default     0x0                  41629  0    App: (Network) [com.apple.network:connection] [C1.1 Hostname#3db21bc0:8081 in_progress resolver (satisfied (Path is satisfied), interface: en0[802.11], uses wifi)] event: resolver:receive_dns @0.009s
2025-12-10 21:58:19.057574+0100 0x89e55e   Default     0x0                  41629  0    App: (Network) [com.apple.network:connection] [C1.1.1 ::1.8081 initial path ((null))] event: path:start @0.010s
2025-12-10 21:58:19.057665+0100 0x89e55e   Default     0x0                  41629  0    App: (Network) [com.apple.network:connection] [C1.1.1 ::1.8081 waiting path (satisfied (Path is satisfied), interface: lo0)] event: path:satisfied @0.010s, uuid: 8F142EC2-CEE9-4085-80BA-E1AB606B9F5C
2025-12-10 21:58:19.057791+0100 0x89e55e   Default     0x0                  41629  0    App: (Network) [com.apple.network:connection] nw_socket_initialize_socket [C1.1.1:1] Not guarding fd 4
2025-12-10 21:58:19.057808+0100 0x89e55e   Default     0x0                  41629  0    App: (Network) [com.apple.network:connection] [C1.1.1 ::1.8081 in_progress socket-flow (satisfied (Path is satisfied), interface: lo0)] event: flow:start_connect @0.010s
2025-12-10 21:58:19.057938+0100 0x89e55e   Default     0x0                  41629  0    App: (Network) [com.apple.network:connection] nw_socket_handle_socket_event [C1.1.1:1] Socket received CONNECTED event
2025-12-10 21:58:19.057984+0100 0x89e55e   Default     0x0                  41629  0    App: (Network) [com.apple.network:connection] nw_flow_connected [C1.1.1 ::1.8081 in_progress socket-flow (satisfied (Path is satisfied), interface: lo0)] Output protocol connected (socket)
2025-12-10 21:58:19.058016+0100 0x89e55e   Default     0x0                  41629  0    App: (Network) [com.apple.network:connection] [C1.1.1 ::1.8081 ready socket-flow (satisfied (Path is satisfied), interface: lo0)] event: flow:child_finish_connect @0.010s
2025-12-10 21:58:19.058029+0100 0x89e55e   Default     0x0                  41629  0    App: (Network) [com.apple.network:connection] [C1.1 Hostname#3db21bc0:8081 ready resolver (satisfied (Path is satisfied), interface: en0[802.11], uses wifi)] event: flow:child_finish_connect @0.010s
2025-12-10 21:58:19.058052+0100 0x89e55e   Default     0x0                  41629  0    App: (Network) [com.apple.network:connection] [C1.1.1 ::1.8081 ready socket-flow (satisfied (Path is satisfied), interface: lo0)] event: flow:changed_viability @0.010s
2025-12-10 21:58:19.058063+0100 0x89e55e   Default     0x0                  41629  0    App: (Network) [com.apple.network:connection] [C1.1 Hostname#3db21bc0:8081 ready resolver (satisfied (Path is satisfied), interface: en0[802.11], uses wifi)] event: flow:changed_viability @0.010s
2025-12-10 21:58:19.058082+0100 0x89e55e   Default     0x0                  41629  0    App: (Network) [com.apple.network:connection] nw_flow_connected [C1 ::1.8081 in_progress parent-flow (satisfied (Path is satisfied), interface: en0[802.11], uses wifi)] Output protocol connected (endpoint_flow)
2025-12-10 21:58:19.058107+0100 0x89e55e   Default     0x0                  41629  0    App: (Network) [com.apple.network:connection] [C1 ::1.8081 ready parent-flow (satisfied (Path is satisfied), interface: en0[802.11], uses wifi)] event: flow:finish_connect @0.010s
2025-12-10 21:58:19.058157+0100 0x89e55e   Default     0x0                  41629  0    App: (Network) [com.apple.network:connection] nw_connection_report_state_with_handler_on_nw_queue [C1] reporting state ready
2025-12-10 21:58:19.058171+0100 0x89e55e   Default     0x0                  41629  0    App: (Network) [com.apple.network:connection] [C1 ::1.8081 ready parent-flow (satisfied (Path is satisfied), interface: en0[802.11], uses wifi)] event: flow:changed_viability @0.010s
2025-12-10 21:58:19.058201+0100 0x89e559   Default     0x0                  41629  0    App: (CFNetwork) [com.apple.CFNetwork:Default] TCP Conn 0x600003300500 event 1. err: 0
2025-12-10 21:58:19.058219+0100 0x89e559   Default     0x0                  41629  0    App: (CFNetwork) [com.apple.CFNetwork:Default] TCP Conn 0x600003300500 complete. fd: 8, err: 0
2025-12-10 21:58:19.061314+0100 0x89e54c   Default     0x0                  41629  0    App: (UIKitCore) [com.apple.UIKit:Orientation] <UIWindowScene: 0x104f0b400> (4B8BAA49-1F25-432D-AB5B-B9EFBCD9AEDF) Scene updated orientation preferences: none -> ( Pu )
2025-12-10 21:58:19.061594+0100 0x89e54c   Default     0x0                  41629  1    App: (UIKitCore) [com.apple.UIKit:KeyWindow] Key window API is scene-level: YES
2025-12-10 21:58:19.061616+0100 0x89e54c   Default     0x0                  41629  1    App: (UIKitCore) [com.apple.UIKit:KeyWindow] UIWindowScene: 0x104f0b400: Window became key in scene: UIWindow: 0x105907960; contextId: 0xD1420F9D: reason: UIWindowScene: 0x104f0b400: Window requested to become key in scene: 0x105907960
2025-12-10 21:58:19.061647+0100 0x89e54c   Default     0x0                  41629  1    App: (UIKitCore) [com.apple.UIKit:KeyWindow] Key window needs update: 1; currentKeyWindowScene: 0x0; evaluatedKeyWindowScene: 0x104f0b400; currentApplicationKeyWindow: 0x0; evaluatedApplicationKeyWindow: 0x105907960; reason: UIWindowScene: 0x104f0b400: Window requested to become key in scene: 0x105907960
2025-12-10 21:58:19.061673+0100 0x89e54c   Default     0x0                  41629  1    App: (UIKitCore) [com.apple.UIKit:KeyWindow] Window did become application key: UIWindow: 0x105907960; contextId: 0xD1420F9D; scene identity: com.apple.frontboard.systemappservices/FBSceneManager:sceneID%3Acom.anonymous.App-default
2025-12-10 21:58:19.061710+0100 0x89e54c   Default     0x0                  41629  1    App: (UIKitCore) [com.apple.UIKit:EventDeferring] [0x60000291d2d0] Begin local event deferring requested for token: 0x600002608ae0; environments: 1; reason: UIWindowScene: 0x104f0b400: Begin event deferring in keyboardFocus for window: 0x105907960
2025-12-10 21:58:19.063092+0100 0x89e559   Default     0x0                  41629  0    App: (BackBoardServices) [com.apple.BackBoard:EventDelivery] policyStatus:<BKSHIDEventDeliveryPolicyObserver: 0x600002116df0; token: com.apple.frontboard.systemappservices/FBSceneManager:sceneID%3Acom.anonymous.App-default; status: ancestor> was:target
2025-12-10 21:58:19.063184+0100 0x89e559   Default     0x0                  41629  0    App: (BackBoardServices) [com.apple.BackBoard:EventDelivery] observerPolicyDidChange: 0x600002116df0 -> <_UIKeyWindowSceneObserver: 0x600000c221f0>
2025-12-10 21:58:19.064119+0100 0x89e54c   Default     0x0                  41629  0    App: (CFNetwork) [com.apple.CFNetwork:Default] Task <7DE2EF6B-E262-4270-A72A-848AEBDD94E8>.<1> resuming, timeouts(10.0, 604800.0) qos(0x21) voucher(<OS_voucher: 0x60000211c000>) activity(00000000-0000-0000-0000-000000000000)
2025-12-10 21:58:19.064199+0100 0x89e54c   Activity    0x17e0b62            41629  0    App: (CoreFoundation) Loading Preferences From User Session CFPrefsD
2025-12-10 21:58:19.064394+0100 0x89e54c   Default     0x0                  41629  0    App: (UIKitCore) [com.apple.UIKit:Application] Deactivation reason removed: 10; deactivation reasons: 3104 -> 2080; animating application lifecycle event: 1
2025-12-10 21:58:19.064458+0100 0x89e54c   Default     0x0                  41629  0    App: (UIKitCore) [com.apple.UIKit:Application] Deactivation reason added: 12; deactivation reasons: 2080 -> 6176; animating application lifecycle event: 1
2025-12-10 21:58:19.064484+0100 0x89e54c   Default     0x0                  41629  0    App: (UIKitCore) [com.apple.UIKit:Application] Deactivation reason removed: 11; deactivation reasons: 6176 -> 4128; animating application lifecycle event: 1
2025-12-10 21:58:19.064599+0100 0x89e55e   Default     0x0                  41629  0    App: (UIIntelligenceSupport) [com.apple.UIIntelligenceSupport:xpc] establishing connection to agent
2025-12-10 21:58:19.064850+0100 0x89e55e   Default     0x0                  41629  0    App: (libxpc.dylib) [com.apple.xpc:session] [0x600002106b70] Session created.
2025-12-10 21:58:19.064858+0100 0x89e54c   Default     0x0                  41629  0    App: (UIKitCore) [com.apple.UIKit:InterfaceStyle] Not push traits update to screen for new style 1, <UIWindowScene: 0x104f0b400> (4B8BAA49-1F25-432D-AB5B-B9EFBCD9AEDF)
2025-12-10 21:58:19.064858+0100 0x89e55e   Default     0x0                  41629  0    App: (libxpc.dylib) [com.apple.xpc:session] [0x600002106b70] Session created from connection [0x600003d04690]
2025-12-10 21:58:19.064873+0100 0x89e55e   Default     0x0                  41629  0    App: (libxpc.dylib) [com.apple.xpc:connection] [0x600003d04690] activating connection: mach=true listener=false peer=false name=com.apple.uiintelligencesupport.agent
2025-12-10 21:58:19.064925+0100 0x89e55e   Default     0x0                  41629  0    App: (libxpc.dylib) [com.apple.xpc:session] [0x600002106b70] Session activated
2025-12-10 21:58:19.068098+0100 0x89e555   Activity    0x17e0b63            41629  0    App: (RunningBoardServices) didChangeInheritances
2025-12-10 21:58:19.069569+0100 0x89e55e   Activity    0x17e0b64            41629  0    App: (RunningBoardServices) didChangeInheritances
2025-12-10 21:58:19.069868+0100 0x89e54c   Default     0x0                  41629  0    App: (Network) [com.apple.network:activity] Create activity from XPC object <nw_activity 50:1 [75EBAF1D-56DA-44CB-8156-72D6BABA74F4] (reporting strategy default)>
2025-12-10 21:58:19.069904+0100 0x89e54c   Default     0x0                  41629  0    App: (Network) [com.apple.network:activity] Create activity from XPC object <nw_activity 50:2 [64E5A9DC-9C8D-4AE9-8584-098D8F0C822C] (reporting strategy default)>
2025-12-10 21:58:19.069916+0100 0x89e54c   Default     0x0                  41629  0    App: (Network) [com.apple.network:activity] Set activity <nw_activity 50:1 [75EBAF1D-56DA-44CB-8156-72D6BABA74F4] (reporting strategy default)> as the global parent
2025-12-10 21:58:19.069944+0100 0x89e54c   Default     0x0                  41629  0    App: (UIKitCore) [com.apple.UIKit:BackgroundTask] Ending background task with UIBackgroundTaskIdentifier: 1
2025-12-10 21:58:19.069979+0100 0x89e54c   Default     0x0                  41629  0    App: (UIKitCore) [com.apple.UIKit:BackgroundTask] Ending task with identifier 1 and description: <_UIBackgroundTaskInfo: 0x60000170d6c0>: taskID = 1, taskName = Launch Background Task for Coalescing, creationTime = 597376 (elapsed = 1), _expireHandler: (null)
2025-12-10 21:58:19.070001+0100 0x89e54c   Default     0x0                  41629  0    App: (UIKitCore) [com.apple.UIKit:BackgroundTask] Decrementing reference count for assertion <BKSProcessAssertion: 0x600002102b20> (used by background task with identifier 1: <_UIBackgroundTaskInfo: 0x60000170d6c0>: taskID = 1, taskName = Launch Background Task for Coalescing, creationTime = 597376 (elapsed = 1))
2025-12-10 21:58:19.070005+0100 0x89e555   Default     0x0                  41629  0    App: (CoreAnalytics) [com.apple.CoreAnalytics:client] No XPC connection in Simulator
2025-12-10 21:58:19.070099+0100 0x89e54c   Default     0x0                  41629  0    App: (UIKitCore) [com.apple.UIKit:EventBus] Event Timing Profile for Touch: not found, path="/System/Library/EventTimingProfiles/Sim.Touch.plist"
2025-12-10 21:58:19.070118+0100 0x89e54c   Default     0x0                  41629  0    App: (UIKitCore) [com.apple.UIKit:EventBus] Event Timing Profile for Pencil: not found, path="/System/Library/EventTimingProfiles/Sim.Pencil.plist"
2025-12-10 21:58:19.070156+0100 0x89e54c   Default     0x0                  41629  0    App: (UIKitCore) [com.apple.UIKit:UpdateScheduler] Target list changed: <CADisplay:LCD PurpleMain>
2025-12-10 21:58:19.070267+0100 0x89e555   Error       0x0                  41629  0    App: (libapp_launch_measurement.dylib) [com.apple.app_launch_measurement:General] Failed to send CA Event for app launch measurements for ca_event_type: 0 event_name: com.apple.app_launch_measurement.FirstFramePresentationMetric
2025-12-10 21:58:19.070501+0100 0x89e54c   Default     0x0                  41629  0    App: (UIKitCore) [com.apple.UIKit:AppLifecycle] sceneOfRecord: sceneID: sceneID:com.anonymous.App-default  persistentID: 4B8BAA49-1F25-432D-AB5B-B9EFBCD9AEDF
2025-12-10 21:58:19.070937+0100 0x89e54c   Activity    0x17e0b65            41629  0    App: (CoreFoundation) Updating Key-Value Observers Of Preferences
2025-12-10 21:58:19.071127+0100 0x89e555   Activity    0x17e0b66            41629  0    App: (Security) SecTrustReportNetworkingAnalytics
2025-12-10 21:58:19.071465+0100 0x89e555   Default     0x17e0b66            41629  0    App: (Security) [com.apple.securityd:keychain] System Keychain Always Supported set via feature flag to disabled
